record_id,source,material_code,description,attributes,ground_truth_group,variant
cpse-09644,catalogue,CABLE-09644,POWER CABLE 4 CORE 240VAC,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,unit_format
cpse-04448,catalogue,CABLE-04448,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,abbreviation
cpse-01619,catalogue,GASKET-01619,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-09952,erp,NUT_M10-09952,STEEL HEX NUT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,unit_format
cpse-06458,catalogue,BOLT_C-06458,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
cpse-08964,maintenance,MOTOR-08964,MATÉRIEL INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,multilingual
cpse-05453,catalogue,UNRELATED_454-05453,UNRELATED MATERIAL 454 CERAMIC LINER,"{""size"": ""554 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_454,unrelated
cpse-06974,catalogue,BOLT_C-06974,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-03129,maintenance,UNRELATED_260-03129,UNRELATED MATERIAL 260 CERAMIC LINER,"{""size"": ""360 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_260,unrelated
cpse-01624,erp,UNRELATED_135-01624,UNRELATED MATERIAL 135 CERAMIC LINER,"{""size"": ""235 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_135,unrelated
cpse-00739,erp,VALVE-00739,VÁLVULA COMPUERTA 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,multilingual
cpse-02758,erp,UNRELATED_229-02758,UNRELATED MATERIAL 229 CERAMIC LINER,"{""size"": ""329 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_229,unrelated
cpse-06789,maintenance,BEARING-06789,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-07098,maintenance,UNRELATED_591-07098,UNRELATED MATERIAL 591 CERAMIC LINER,"{""size"": ""691 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_591,unrelated
cpse-02560,erp,NUT_M10-02560,STEEL HEX NUT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,unit_format
cpse-08561,catalogue,UNRELATED_713-08561,UNRELATED MATERIAL 713 CERAMIC LINER,"{""size"": ""813 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_713,unrelated
cpse-02912,catalogue,UNRELATED_242-02912,UNRELATED MATERIAL 242 CERAMIC LINER,"{""size"": ""342 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_242,unrelated
cpse-05140,erp,NUT_M10-05140,CARBON STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,near_duplicate
cpse-01477,erp,UNRELATED_123-01477,UNRELATED MATERIAL 123 CERAMIC LINER,"{""size"": ""223 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_123,unrelated
cpse-06102,maintenance,PIPE-06102,CARBON STEEL PIPE 50mm SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,unit_format
cpse-04291,erp,UNRELATED_357-04291,UNRELATED MATERIAL 357 CERAMIC LINER,"{""size"": ""457 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_357,unrelated
cpse-00464,catalogue,CABLE-00464,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,near_duplicate
cpse-01315,erp,VALVE-01315,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,terminology
cpse-01400,catalogue,UNRELATED_116-01400,UNRELATED MATERIAL 116 CERAMIC LINER,"{""size"": ""216 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_116,unrelated
cpse-07884,maintenance,MOTOR-07884,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,near_duplicate
cpse-04018,erp,UNRELATED_334-04018,UNRELATED MATERIAL 334 CERAMIC LINER,"{""size"": ""434 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_334,unrelated
cpse-00445,erp,BOLT_B-00445,БОЛТ СТАЛЬ M10 КЛАСС B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,multilingual
cpse-00928,erp,NUT_M10-00928,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-03292,erp,NUT_M10-03292,CARBON STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,near_duplicate
cpse-00999,maintenance,BOLT_M12-00999,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-05413,erp,BOLT_B-05413,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-03478,erp,FLANGE-03478,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-02587,erp,VALVE-02587,VÁLVULA COMPUERTA 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,multilingual
cpse-09163,erp,UNRELATED_763-09163,UNRELATED MATERIAL 763 CERAMIC LINER,"{""size"": ""863 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_763,unrelated
cpse-03517,erp,BOLT_B-03517,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-01576,erp,NUT_M10-01576,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,exact
cpse-04961,catalogue,WASHER-04961,STEEL WASHER 10 mm,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,unit_format
cpse-02405,catalogue,WASHER-02405,MATÉRIEL STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,multilingual
cpse-01813,erp,UNRELATED_151-01813,UNRELATED MATERIAL 151 CERAMIC LINER,"{""size"": ""251 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_151,unrelated
cpse-03022,erp,FLANGE-03022,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-03625,erp,BOLT_B-03625,STEEL FASTENER M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,terminology
cpse-06849,maintenance,BEARING-06849,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-08681,catalogue,WASHER-08681,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,exact
cpse-04462,erp,FLANGE-04462,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,abbreviation
cpse-08718,maintenance,PIPE-08718,CARBON STL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,abbreviation
cpse-03020,catalogue,CABLE-03020,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,abbreviation
cpse-04678,erp,FLANGE-04678,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,near_duplicate
cpse-00344,catalogue,CABLE-00344,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-09217,erp,BOLT_B-09217,STEEL BOLT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,unit_format
cpse-04282,erp,FLANGE-04282,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-02815,erp,VALVE-02815,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,exact
cpse-03317,catalogue,WASHER-03317,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,terminology
cpse-07541,catalogue,WASHER-07541,CARBON STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,near_duplicate
cpse-03872,catalogue,CABLE-03872,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-00281,catalogue,WASHER-00281,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,exact
cpse-05096,catalogue,UNRELATED_424-05096,UNRELATED MATERIAL 424 CERAMIC LINER,"{""size"": ""524 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_424,unrelated
cpse-07478,catalogue,BOLT_C-07478,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-01728,maintenance,MOTOR-01728,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-08733,maintenance,BEARING-08733,MATÉRIEL DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,multilingual
cpse-08255,catalogue,GASKET-08255,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-00511,erp,UNRELATED_42-00511,UNRELATED MATERIAL 42 CERAMIC LINER,"{""size"": ""142 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_42,unrelated
cpse-07020,maintenance,MOTOR-07020,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-04936,erp,NUT_M10-04936,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,exact
cpse-06750,maintenance,PIPE-06750,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-09238,erp,FLANGE-09238,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-08165,catalogue,WASHER-08165,STL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,abbreviation
cpse-08400,maintenance,UNRELATED_699-08400,UNRELATED MATERIAL 699 CERAMIC LINER,"{""size"": ""799 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_699,unrelated
cpse-03344,catalogue,CABLE-03344,POWER CABLE 4 CORE 240VAC,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,unit_format
cpse-00760,erp,NUT_M10-00760,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-03699,maintenance,BOLT_M12-03699,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-09826,erp,FLANGE-09826,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-04413,maintenance,BEARING-04413,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-07112,catalogue,UNRELATED_592-07112,UNRELATED MATERIAL 592 CERAMIC LINER,"{""size"": ""692 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_592,unrelated
cpse-05587,erp,VALVE-05587,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,exact
cpse-03135,maintenance,BOLT_M12-03135,STEEL FASTENER M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,terminology
cpse-03959,catalogue,GASKET-03959,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-05700,maintenance,MOTOR-05700,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,near_duplicate
cpse-08928,maintenance,MOTOR-08928,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-06920,catalogue,CABLE-06920,CÂBLE PUISSANCE 4 ÂMES 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,multilingual
cpse-09999,maintenance,BOLT_M12-09999,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-08641,erp,BOLT_B-08641,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-01405,erp,BOLT_B-01405,STEEL BOLT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,unit_format
cpse-08864,catalogue,CABLE-08864,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,near_duplicate
cpse-09474,maintenance,PIPE-09474,CARBON STL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,abbreviation
cpse-03079,erp,VALVE-03079,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,terminology
cpse-07605,maintenance,BEARING-07605,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-07502,catalogue,BOLT_C-07502,STEEL BOLT 10 mm GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,unit_format
cpse-05677,erp,UNRELATED_473-05677,UNRELATED MATERIAL 473 CERAMIC LINER,"{""size"": ""573 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_473,unrelated
cpse-09867,maintenance,BOLT_M12-09867,MATÉRIEL STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,multilingual
cpse-06215,catalogue,GASKET-06215,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,terminology
cpse-04991,catalogue,UNRELATED_415-04991,UNRELATED MATERIAL 415 CERAMIC LINER,"{""size"": ""515 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_415,unrelated
cpse-09800,catalogue,UNRELATED_816-09800,UNRELATED MATERIAL 816 CERAMIC LINER,"{""size"": ""916 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_816,unrelated
cpse-02634,maintenance,PIPE-02634,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-03237,maintenance,BEARING-03237,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-07355,catalogue,GASKET-07355,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,unit_format
cpse-03426,maintenance,PIPE-03426,CARBON STL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,abbreviation
cpse-07042,erp,UNRELATED_586-07042,UNRELATED MATERIAL 586 CERAMIC LINER,"{""size"": ""686 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_586,unrelated
cpse-04067,catalogue,UNRELATED_338-04067,UNRELATED MATERIAL 338 CERAMIC LINER,"{""size"": ""438 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_338,unrelated
cpse-00349,erp,BOLT_B-00349,STEEL FASTENER M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,terminology
cpse-09878,catalogue,BOLT_C-09878,STEEL BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,exact
cpse-01641,maintenance,BEARING-01641,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-00690,maintenance,PIPE-00690,TUBO ACERO CARBONO 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,multilingual
cpse-02020,erp,NUT_M10-02020,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-04521,maintenance,BEARING-04521,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-03672,maintenance,MOTOR-03672,MATÉRIEL INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,multilingual
cpse-01539,maintenance,BOLT_M12-01539,STEEL FASTENER M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,terminology
cpse-04173,maintenance,BEARING-04173,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,exact
cpse-00147,maintenance,UNRELATED_12-00147,UNRELATED MATERIAL 12 CERAMIC LINER,"{""size"": ""112 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_12,unrelated
cpse-00988,erp,NUT_M10-00988,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,exact
cpse-05018,catalogue,BOLT_C-05018,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-07257,maintenance,BEARING-07257,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,unit_format
cpse-06823,erp,VALVE-06823,GATE VALVE 50mm 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,unit_format
cpse-09121,erp,UNRELATED_760-09121,UNRELATED MATERIAL 760 CERAMIC LINER,"{""size"": ""860 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_760,unrelated
cpse-00932,catalogue,CABLE-00932,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-04395,maintenance,BOLT_M12-04395,STEEL FASTENER M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,terminology
cpse-04187,catalogue,GASKET-04187,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-07895,catalogue,GASKET-07895,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,terminology
cpse-09156,maintenance,UNRELATED_762-09156,UNRELATED MATERIAL 762 CERAMIC LINER,"{""size"": ""862 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_762,unrelated
cpse-07500,maintenance,MOTOR-07500,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-09690,maintenance,PIPE-09690,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-05595,maintenance,BOLT_M12-05595,CARBON STEEL HEX BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,near_duplicate
cpse-00347,catalogue,GASKET-00347,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-03812,catalogue,CABLE-03812,CÂBLE PUISSANCE 4 ÂMES 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,multilingual
cpse-03449,catalogue,WASHER-03449,STEEL WASHER 10 mm,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,unit_format
cpse-00353,catalogue,WASHER-00353,STL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,abbreviation
cpse-04309,erp,BOLT_B-04309,БОЛТ СТАЛЬ M10 КЛАСС B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,multilingual
cpse-02195,catalogue,GASKET-02195,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-05834,catalogue,BOLT_C-05834,STL BLT M10 GR C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,abbreviation
cpse-08965,erp,BOLT_B-08965,STEEL BOLT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,unit_format
cpse-01339,erp,VALVE-01339,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,near_duplicate
cpse-08341,erp,BOLT_B-08341,БОЛТ СТАЛЬ M10 КЛАСС B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,multilingual
cpse-08679,maintenance,BOLT_M12-08679,STEEL FASTENER M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,terminology
cpse-06378,maintenance,PIPE-06378,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-09514,erp,FLANGE-09514,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,exact
cpse-02799,maintenance,BOLT_M12-02799,STEEL FASTENER M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,terminology
cpse-01660,erp,NUT_M10-01660,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,exact
cpse-08925,maintenance,UNRELATED_743-08925,UNRELATED MATERIAL 743 CERAMIC LINER,"{""size"": ""843 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_743,unrelated
cpse-07883,catalogue,GASKET-07883,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-03380,catalogue,CABLE-03380,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,terminology
cpse-00131,catalogue,GASKET-00131,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,unit_format
cpse-09600,maintenance,MOTOR-09600,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-09098,catalogue,BOLT_C-09098,STEEL BOLT 10 mm GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,unit_format
cpse-08566,erp,FLANGE-08566,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-09284,catalogue,CABLE-09284,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,near_duplicate
cpse-02467,erp,VALVE-02467,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,abbreviation
cpse-06331,erp,VALVE-06331,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,abbreviation
cpse-07466,catalogue,BOLT_C-07466,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
cpse-00754,erp,FLANGE-00754,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-06428,catalogue,CABLE-06428,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,near_duplicate
cpse-03576,maintenance,MOTOR-03576,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-03267,maintenance,BOLT_M12-03267,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-03836,catalogue,UNRELATED_319-03836,UNRELATED MATERIAL 319 CERAMIC LINER,"{""size"": ""419 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_319,unrelated
cpse-04566,maintenance,PIPE-04566,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-08251,erp,VALVE-08251,GATE VALVE 50mm 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,unit_format
cpse-05349,maintenance,BEARING-05349,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,exact
cpse-04121,catalogue,WASHER-04121,STEEL WASHER 10 mm,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,unit_format
cpse-02204,catalogue,CABLE-02204,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,terminology
cpse-06575,catalogue,GASKET-06575,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-04994,catalogue,BOLT_C-04994,STL BLT M10 GR C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,abbreviation
cpse-02478,maintenance,UNRELATED_206-02478,UNRELATED MATERIAL 206 CERAMIC LINER,"{""size"": ""306 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_206,unrelated
cpse-02148,maintenance,MOTOR-02148,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-08054,catalogue,BOLT_C-08054,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
